"Date","station_name","station_id","number_of_trips","Avg_temp","SNOW","PRCP","SNWD"
"1/1/2007","Clinton-Forest Park",40430,64552,40,0,0,0
"1/1/2007","UIC-Halsted",40350,100292,40,0,0,0
"1/1/2007","Racine",40470,54573,40,0,0,0
"1/1/2007","Medical Center",40810,61270,40,0,0,0
"1/1/2007","Western-Forest Park",40220,31982,40,0,0,0
"1/1/2007","Kedzie-Homan-Forest Park",40250,42522,40,0,0,0
"1/1/2007","Pulaski-Forest Park",40920,36000,40,0,0,0
"1/1/2007","Cicero-Forest Park",40970,29679,40,0,0,0
"1/1/2007","Austin-Forest Park",40010,39885,40,0,0,0
"1/1/2007","Oak Park-Forest Park",40180,37069,40,0,0,0
"1/1/2007","Harlem-Forest Park",40980,22706,40,0,0,0
"1/1/2007","Forest Park",40390,91319,40,0,0,0
"1/1/2007","Polk",41030,65672,40,0,0,0
"1/1/2007","18th",40830,29767,40,0,0,0
"1/1/2007","Damen-Cermak",40210,24027,40,0,0,0
"1/1/2007","Western-Cermak",40740,21451,40,0,0,0
"1/1/2007","California-Cermak",40440,24751,40,0,0,0
"1/1/2007","Kedzie-Cermak",41040,16627,40,0,0,0
"1/1/2007","Central Park",40780,20347,40,0,0,0
"1/1/2007","Pulaski-Cermak",40150,19833,40,0,0,0
"1/1/2007","Kostner",40600,8936,40,0,0,0
"1/1/2007","Cicero-Cermak",40420,24680,40,0,0,0
"1/1/2007","54th/Cermak",40580,43426,40,0,0,0
"1/1/2007","Harlem-Lake",40020,86682,40,0,0,0
"1/1/2007","Oak Park-Lake",41350,36691,40,0,0,0
"1/1/2007","Ridgeland",40610,31171,40,0,0,0
"1/1/2007","Austin-Lake",41260,50815,40,0,0,0
"1/1/2007","Central-Lake",40280,57322,40,0,0,0
"1/1/2007","Laramie",40700,35971,40,0,0,0
"1/1/2007","Cicero-Lake",40480,35494,40,0,0,0
"1/1/2007","Pulaski-Lake",40030,37417,40,0,0,0
"1/1/2007","Conservatory",41670,17759,40,0,0,0
"1/1/2007","Kedzie-Lake",41070,32287,40,0,0,0
"1/1/2007","California-Lake",41360,23875,40,0,0,0
"1/1/2007","Ashland-Lake",40170,48530,40,0,0,0
"1/1/2007","Clinton-Lake",41160,76409,40,0,0,0
"1/1/2007","35-Bronzeville-IIT",41120,56409,40,0,0,0
"1/1/2007","Indiana",40300,17767,40,0,0,0
"1/1/2007","43rd",41270,23290,40,0,0,0
"1/1/2007","47th-South Elevated",41080,32752,40,0,0,0
"1/1/2007","51st",40130,27086,40,0,0,0
"1/1/2007","Garfield-South Elevated",40510,37377,40,0,0,0
"1/1/2007","King Drive",41140,16855,40,0,0,0
"1/1/2007","East 63rd-Cottage Grove",40720,32827,40,0,0,0
"1/1/2007","Halsted/63rd",40940,14389,40,0,0,0
"1/1/2007","Ashland/63rd",40290,43946,40,0,0,0
"1/1/2007","Kimball",41290,45235,40,0,0,0
"1/1/2007","Kedzie-Brown",41180,78816,40,0,0,0
"1/1/2007","Francisco",40870,0,40,0,0,0
"1/1/2007","Rockwell",41010,40883,40,0,0,0
"1/1/2007","Western-Brown",41480,83502,40,0,0,0
"1/1/2007","Damen-Brown",40090,65716,40,0,0,0
"1/1/2007","Montrose-Brown",41500,0,40,0,0,0
"1/1/2007","Irving Park-Brown",41460,76741,40,0,0,0
"1/1/2007","Addison-Brown",41440,0,40,0,0,0
"1/1/2007","Paulina",41310,74853,40,0,0,0
"1/1/2007","Southport",40360,68615,40,0,0,0
"1/1/2007","Wellington",41210,60714,40,0,0,0
"1/1/2007","Diversey",40530,108666,40,0,0,0
"1/1/2007","Armitage",40660,86755,40,0,0,0
"1/1/2007","Sedgwick",40800,71743,40,0,0,0
"1/1/2007","Chicago/Franklin",40710,108232,40,0,0,0
"1/1/2007","Merchandise Mart",40460,130431,40,0,0,0
"1/1/2007","Midway Airport",40930,200776,40,0,0,0
"1/1/2007","Pulaski-Orange",40960,117722,40,0,0,0
"1/1/2007","Kedzie-Midway",41150,70402,40,0,0,0
"1/1/2007","Western-Orange",40310,81634,40,0,0,0
"1/1/2007","35th/Archer",40120,62830,40,0,0,0
"1/1/2007","Ashland-Orange",41060,34201,40,0,0,0
"1/1/2007","Halsted-Orange",41130,58794,40,0,0,0
"1/1/2007","Washington/Wells",40730,169195,40,0,0,0
"1/1/2007","Quincy/Wells",40040,162432,40,0,0,0
"1/1/2007","LaSalle/Van Buren",40160,72565,40,0,0,0
"1/1/2007","Library",40850,76698,40,0,0,0
"1/1/2007","Adams/Wabash",40680,172485,40,0,0,0
"1/1/2007","Madison/Wabash",40640,125007,40,0,0,0
"1/1/2007","Randolph/Wabash",40200,156294,40,0,0,0
"1/1/2007","State/Lake",40260,206529,40,0,0,0
"1/1/2007","Clark/Lake",40380,372039,40,0,0,0
"2/1/2007","Howard",40900,141524,19.5,0,0,0
"2/1/2007","Jarvis",41190,30792,19.5,0,0,0
"2/1/2007","Morse",40100,94339,19.5,0,0,0
"2/1/2007","Loyola",41300,119996,19.5,0,0,0
"2/1/2007","Granville",40760,85596,19.5,0,0,0
"2/1/2007","Thorndale",40880,68493,19.5,0,0,0
"2/1/2007","Bryn Mawr",41380,104980,19.5,0,0,0
"2/1/2007","Berwyn",40340,76396,19.5,0,0,0
"2/1/2007","Argyle",41200,59611,19.5,0,0,0
"2/1/2007","Lawrence",40770,68869,19.5,0,0,0
"2/1/2007","Wilson",40540,127082,19.5,0,0,0
"2/1/2007","Sheridan",40080,105091,19.5,0,0,0
"2/1/2007","Addison-North Main",41420,131148,19.5,0,0,0
"2/1/2007","Belmont-North Main",41320,228411,19.5,0,0,0
"2/1/2007","Fullerton",41220,265147,19.5,0,0,0
"2/1/2007","North/Clybourn",40650,105177,19.5,0,0,0
"2/1/2007","Clark/Division",40630,162872,19.5,0,0,0
"2/1/2007","Chicago/State",41450,311652,19.5,0,0,0
"2/1/2007","Grand/State",40330,213359,19.5,0,0,0
"2/1/2007","Lake/State",41660,336243,19.5,0,0,0
"2/1/2007","Washington/State",40500,36,19.5,0,0,0
"2/1/2007","Monroe/State",41090,196163,19.5,0,0,0
"2/1/2007","Jackson/State",40560,239966,19.5,0,0,0
"2/1/2007","Harrison",41490,89385,19.5,0,0,0
"2/1/2007","Roosevelt",41400,182821,19.5,0,0,0
"2/1/2007","Cermak-Chinatown",41000,84617,19.5,0,0,0
"2/1/2007","Sox-35th-Dan Ryan",40190,73725,19.5,0,0,0
"2/1/2007","47th-Dan Ryan",41230,62991,19.5,0,0,0
"2/1/2007","Garfield-Dan Ryan",41170,88498,19.5,0,0,0
"2/1/2007","63rd-Dan Ryan",40910,73811,19.5,0,0,0
"2/1/2007","69th",40990,134901,19.5,0,0,0
"2/1/2007","79th",40240,172871,19.5,0,0,0
"2/1/2007","87th",41430,109886,19.5,0,0,0
"2/1/2007","95th/Dan Ryan",40450,299823,19.5,0,0,0
"2/1/2007","Linden",41050,19155,19.5,0,0,0
"2/1/2007","Central-Evanston",41250,17910,19.5,0,0,0
"2/1/2007","Noyes",40400,16105,19.5,0,0,0
"2/1/2007","Foster",40520,16364,19.5,0,0,0
"2/1/2007","Davis",40050,86130,19.5,0,0,0
"2/1/2007","Dempster",40690,17332,19.5,0,0,0
"2/1/2007","Main",40270,26796,19.5,0,0,0
"2/1/2007","South Boulevard",40840,16193,19.5,0,0,0
"2/1/2007","Skokie",40140,40720,19.5,0,0,0
"2/1/2007","O'Hare Airport",40890,222823,19.5,0,0,0
"2/1/2007","Rosemont",40820,97243,19.5,0,0,0
"2/1/2007","Cumberland",40230,103505,19.5,0,0,0
"2/1/2007","Harlem-O'Hare",40750,56794,19.5,0,0,0
"2/1/2007","Jefferson Park",41280,135773,19.5,0,0,0
"2/1/2007","Montrose-O'Hare",41330,40053,19.5,0,0,0
"2/1/2007","Irving Park-O'Hare",40550,89651,19.5,0,0,0
"2/1/2007","Addison-O'Hare",41240,50638,19.5,0,0,0
"2/1/2007","Belmont-O'Hare",40060,103561,19.5,0,0,0
"2/1/2007","Logan Square",41020,118311,19.5,0,0,0
"2/1/2007","California/Milwaukee",40570,75037,19.5,0,0,0
"2/1/2007","Western/Milwaukee",40670,83500,19.5,0,0,0
"2/1/2007","Damen/Milwaukee",40590,99777,19.5,0,0,0
"2/1/2007","Division/Milwaukee",40320,104717,19.5,0,0,0
"2/1/2007","Chicago/Milwaukee",41410,62661,19.5,0,0,0
"2/1/2007","Grand/Milwaukee",40490,32262,19.5,0,0,0
"2/1/2007","Washington/Dearborn",40370,155564,19.5,0,0,0
"2/1/2007","Monroe/Dearborn",40790,116223,19.5,0,0,0
"2/1/2007","Jackson/Dearborn",40070,128112,19.5,0,0,0
"2/1/2007","LaSalle",41340,60130,19.5,0,0,0
"2/1/2007","Clinton-Forest Park",40430,58402,19.5,0,0,0
"2/1/2007","UIC-Halsted",40350,115151,19.5,0,0,0
"2/1/2007","Racine",40470,49970,19.5,0,0,0
"2/1/2007","Medical Center",40810,52477,19.5,0,0,0
"2/1/2007","Western-Forest Park",40220,28019,19.5,0,0,0
"2/1/2007","Kedzie-Homan-Forest Park",40250,36469,19.5,0,0,0
"2/1/2007","Pulaski-Forest Park",40920,30738,19.5,0,0,0
"2/1/2007","Cicero-Forest Park",40970,25022,19.5,0,0,0
"2/1/2007","Austin-Forest Park",40010,34561,19.5,0,0,0
"2/1/2007","Oak Park-Forest Park",40180,33038,19.5,0,0,0
"2/1/2007","Harlem-Forest Park",40980,19414,19.5,0,0,0
"2/1/2007","Forest Park",40390,80187,19.5,0,0,0
"2/1/2007","Polk",41030,63090,19.5,0,0,0
"2/1/2007","18th",40830,27006,19.5,0,0,0
"2/1/2007","Damen-Cermak",40210,22525,19.5,0,0,0
"2/1/2007","Western-Cermak",40740,19637,19.5,0,0,0
"2/1/2007","California-Cermak",40440,21506,19.5,0,0,0
"2/1/2007","Kedzie-Cermak",41040,14450,19.5,0,0,0
"2/1/2007","Central Park",40780,17999,19.5,0,0,0
"2/1/2007","Pulaski-Cermak",40150,17509,19.5,0,0,0
"2/1/2007","Kostner",40600,7926,19.5,0,0,0
"2/1/2007","Cicero-Cermak",40420,22009,19.5,0,0,0
"2/1/2007","54th/Cermak",40580,38302,19.5,0,0,0
"2/1/2007","Harlem-Lake",40020,76541,19.5,0,0,0
"2/1/2007","Oak Park-Lake",41350,32495,19.5,0,0,0
"2/1/2007","Ridgeland",40610,28124,19.5,0,0,0
"2/1/2007","Austin-Lake",41260,44130,19.5,0,0,0
"2/1/2007","Central-Lake",40280,49435,19.5,0,0,0
"2/1/2007","Laramie",40700,30482,19.5,0,0,0
"2/1/2007","Cicero-Lake",40480,30289,19.5,0,0,0
"2/1/2007","Pulaski-Lake",40030,33058,19.5,0,0,0
"2/1/2007","Conservatory",41670,16415,19.5,0,0,0
"2/1/2007","Kedzie-Lake",41070,27648,19.5,0,0,0
"2/1/2007","California-Lake",41360,20751,19.5,0,0,0
"2/1/2007","Ashland-Lake",40170,44349,19.5,0,0,0
"2/1/2007","Clinton-Lake",41160,69424,19.5,0,0,0
"2/1/2007","35-Bronzeville-IIT",41120,53184,19.5,0,0,0
"2/1/2007","Indiana",40300,15388,19.5,0,0,0
"2/1/2007","43rd",41270,19993,19.5,0,0,0
"2/1/2007","47th-South Elevated",41080,28666,19.5,0,0,0
"2/1/2007","51st",40130,23648,19.5,0,0,0
"2/1/2007","Garfield-South Elevated",40510,32381,19.5,0,0,0
"2/1/2007","King Drive",41140,14301,19.5,0,0,0
"2/1/2007","East 63rd-Cottage Grove",40720,28058,19.5,0,0,0
"2/1/2007","Halsted/63rd",40940,12630,19.5,0,0,0
"2/1/2007","Ashland/63rd",40290,37521,19.5,0,0,0
"2/1/2007","Kimball",41290,70518,19.5,0,0,0
"2/1/2007","Kedzie-Brown",41180,54453,19.5,0,0,0
"2/1/2007","Francisco",40870,0,19.5,0,0,0
"2/1/2007","Rockwell",41010,37293,19.5,0,0,0
"2/1/2007","Western-Brown",41480,74315,19.5,0,0,0
"2/1/2007","Damen-Brown",40090,59431,19.5,0,0,0
"2/1/2007","Montrose-Brown",41500,0,19.5,0,0,0
"2/1/2007","Irving Park-Brown",41460,68283,19.5,0,0,0
"2/1/2007","Addison-Brown",41440,0,19.5,0,0,0
"2/1/2007","Paulina",41310,65800,19.5,0,0,0
"2/1/2007","Southport",40360,60308,19.5,0,0,0
"2/1/2007","Wellington",41210,54731,19.5,0,0,0
"2/1/2007","Diversey",40530,96815,19.5,0,0,0
"2/1/2007","Armitage",40660,78561,19.5,0,0,0
"2/1/2007","Sedgwick",40800,60758,19.5,0,0,0
"2/1/2007","Chicago/Franklin",40710,99324,19.5,0,0,0
"2/1/2007","Merchandise Mart",40460,119718,19.5,0,0,0
"2/1/2007","Midway Airport",40930,179735,19.5,0,0,0
"2/1/2007","Pulaski-Orange",40960,105382,19.5,0,0,0
"2/1/2007","Kedzie-Midway",41150,63732,19.5,0,0,0
"2/1/2007","Western-Orange",40310,72180,19.5,0,0,0
"2/1/2007","35th/Archer",40120,54772,19.5,0,0,0
"2/1/2007","Ashland-Orange",41060,30666,19.5,0,0,0
"2/1/2007","Halsted-Orange",41130,54200,19.5,0,0,0
"2/1/2007","Washington/Wells",40730,151026,19.5,0,0,0
"2/1/2007","Quincy/Wells",40040,147382,19.5,0,0,0
"2/1/2007","LaSalle/Van Buren",40160,66693,19.5,0,0,0
"2/1/2007","Library",40850,75957,19.5,0,0,0
"2/1/2007","Adams/Wabash",40680,159661,19.5,0,0,0
"2/1/2007","Madison/Wabash",40640,112519,19.5,0,0,0
"2/1/2007","Randolph/Wabash",40200,140307,19.5,0,0,0
"2/1/2007","State/Lake",40260,182420,19.5,0,0,0
"2/1/2007","Clark/Lake",40380,326322,19.5,0,0,0
"3/1/2007","Howard",40900,166203,40.5,0,0.37,0
"3/1/2007","Jarvis",41190,35468,40.5,0,0.37,0
"3/1/2007","Morse",40100,109308,40.5,0,0.37,0
"3/1/2007","Loyola",41300,134064,40.5,0,0.37,0
"3/1/2007","Granville",40760,98821,40.5,0,0.37,0
"3/1/2007","Thorndale",40880,79312,40.5,0,0.37,0
"3/1/2007","Bryn Mawr",41380,122298,40.5,0,0.37,0
"3/1/2007","Berwyn",40340,89050,40.5,0,0.37,0
"3/1/2007","Argyle",41200,68778,40.5,0,0.37,0
"3/1/2007","Lawrence",40770,82038,40.5,0,0.37,0
"3/1/2007","Wilson",40540,148512,40.5,0,0.37,0
"3/1/2007","Sheridan",40080,123104,40.5,0,0.37,0
"3/1/2007","Addison-North Main",41420,166110,40.5,0,0.37,0
"3/1/2007","Belmont-North Main",41320,283447,40.5,0,0.37,0
"3/1/2007","Fullerton",41220,292313,40.5,0,0.37,0
"3/1/2007","North/Clybourn",40650,126114,40.5,0,0.37,0
"3/1/2007","Clark/Division",40630,189751,40.5,0,0.37,0
"3/1/2007","Chicago/State",41450,375523,40.5,0,0.37,0
"3/1/2007","Grand/State",40330,273627,40.5,0,0.37,0
"3/1/2007","Lake/State",41660,394739,40.5,0,0.37,0
"3/1/2007","Washington/State",40500,46,40.5,0,0.37,0
"3/1/2007","Monroe/State",41090,220623,40.5,0,0.37,0
"3/1/2007","Jackson/State",40560,266988,40.5,0,0.37,0
"3/1/2007","Harrison",41490,95538,40.5,0,0.37,0
"3/1/2007","Roosevelt",41400,216132,40.5,0,0.37,0
"3/1/2007","Cermak-Chinatown",41000,101596,40.5,0,0.37,0
"3/1/2007","Sox-35th-Dan Ryan",40190,91661,40.5,0,0.37,0
"3/1/2007","47th-Dan Ryan",41230,76964,40.5,0,0.37,0
"3/1/2007","Garfield-Dan Ryan",41170,109732,40.5,0,0.37,0
"3/1/2007","63rd-Dan Ryan",40910,92532,40.5,0,0.37,0
"3/1/2007","69th",40990,165408,40.5,0,0.37,0
"3/1/2007","79th",40240,208248,40.5,0,0.37,0
"3/1/2007","87th",41430,132918,40.5,0,0.37,0
"3/1/2007","95th/Dan Ryan",40450,369177,40.5,0,0.37,0
"3/1/2007","Linden",41050,22987,40.5,0,0.37,0
"3/1/2007","Central-Evanston",41250,20178,40.5,0,0.37,0
"3/1/2007","Noyes",40400,16474,40.5,0,0.37,0
"3/1/2007","Foster",40520,17552,40.5,0,0.37,0
"3/1/2007","Davis",40050,98653,40.5,0,0.37,0
"3/1/2007","Dempster",40690,20587,40.5,0,0.37,0
"3/1/2007","Main",40270,30688,40.5,0,0.37,0
"3/1/2007","South Boulevard",40840,19267,40.5,0,0.37,0
"3/1/2007","Skokie",40140,48000,40.5,0,0.37,0
"3/1/2007","O'Hare Airport",40890,274227,40.5,0,0.37,0
"3/1/2007","Rosemont",40820,122867,40.5,0,0.37,0
"3/1/2007","Cumberland",40230,122175,40.5,0,0.37,0
"3/1/2007","Harlem-O'Hare",40750,66752,40.5,0,0.37,0
"3/1/2007","Jefferson Park",41280,157454,40.5,0,0.37,0
"3/1/2007","Montrose-O'Hare",41330,46579,40.5,0,0.37,0
"3/1/2007","Irving Park-O'Hare",40550,102650,40.5,0,0.37,0
"3/1/2007","Addison-O'Hare",41240,59456,40.5,0,0.37,0
"3/1/2007","Belmont-O'Hare",40060,116339,40.5,0,0.37,0
"3/1/2007","Logan Square",41020,131933,40.5,0,0.37,0
"3/1/2007","California/Milwaukee",40570,85513,40.5,0,0.37,0
"3/1/2007","Western/Milwaukee",40670,94676,40.5,0,0.37,0
"3/1/2007","Damen/Milwaukee",40590,116836,40.5,0,0.37,0
"3/1/2007","Division/Milwaukee",40320,113732,40.5,0,0.37,0
"3/1/2007","Chicago/Milwaukee",41410,69748,40.5,0,0.37,0
"3/1/2007","Grand/Milwaukee",40490,37505,40.5,0,0.37,0
"3/1/2007","Washington/Dearborn",40370,182373,40.5,0,0.37,0
"3/1/2007","Monroe/Dearborn",40790,128674,40.5,0,0.37,0
"3/1/2007","Jackson/Dearborn",40070,150770,40.5,0,0.37,0
"3/1/2007","LaSalle",41340,65826,40.5,0,0.37,0
"3/1/2007","Clinton-Forest Park",40430,65866,40.5,0,0.37,0
"3/1/2007","UIC-Halsted",40350,113407,40.5,0,0.37,0
"3/1/2007","Racine",40470,58690,40.5,0,0.37,0
"3/1/2007","Medical Center",40810,62814,40.5,0,0.37,0
"3/1/2007","Western-Forest Park",40220,33685,40.5,0,0.37,0
"3/1/2007","Kedzie-Homan-Forest Park",40250,42991,40.5,0,0.37,0
"3/1/2007","Pulaski-Forest Park",40920,36717,40.5,0,0.37,0
"3/1/2007","Cicero-Forest Park",40970,30168,40.5,0,0.37,0
"3/1/2007","Austin-Forest Park",40010,40563,40.5,0,0.37,0
"3/1/2007","Oak Park-Forest Park",40180,38038,40.5,0,0.37,0
"3/1/2007","Harlem-Forest Park",40980,23751,40.5,0,0.37,0
"3/1/2007","Forest Park",40390,96183,40.5,0,0.37,0
"3/1/2007","Polk",41030,71044,40.5,0,0.37,0
"3/1/2007","18th",40830,32132,40.5,0,0.37,0
"3/1/2007","Damen-Cermak",40210,26162,40.5,0,0.37,0
"3/1/2007","Western-Cermak",40740,23098,40.5,0,0.37,0
"3/1/2007","California-Cermak",40440,25976,40.5,0,0.37,0
"3/1/2007","Kedzie-Cermak",41040,18139,40.5,0,0.37,0
"3/1/2007","Central Park",40780,21731,40.5,0,0.37,0
"3/1/2007","Pulaski-Cermak",40150,21493,40.5,0,0.37,0
"3/1/2007","Kostner",40600,9303,40.5,0,0.37,0
"3/1/2007","Cicero-Cermak",40420,26429,40.5,0,0.37,0
"3/1/2007","54th/Cermak",40580,45645,40.5,0,0.37,0
"3/1/2007","Harlem-Lake",40020,91372,40.5,0,0.37,0
"3/1/2007","Oak Park-Lake",41350,40417,40.5,0,0.37,0
"3/1/2007","Ridgeland",40610,32581,40.5,0,0.37,0
"3/1/2007","Austin-Lake",41260,52978,40.5,0,0.37,0
"3/1/2007","Central-Lake",40280,59206,40.5,0,0.37,0
"3/1/2007","Laramie",40700,36516,40.5,0,0.37,0
"3/1/2007","Cicero-Lake",40480,36607,40.5,0,0.37,0
"3/1/2007","Pulaski-Lake",40030,41914,40.5,0,0.37,0
"3/1/2007","Conservatory",41670,19670,40.5,0,0.37,0
"3/1/2007","Kedzie-Lake",41070,34606,40.5,0,0.37,0
"3/1/2007","California-Lake",41360,25913,40.5,0,0.37,0
"3/1/2007","Ashland-Lake",40170,56300,40.5,0,0.37,0
"3/1/2007","Clinton-Lake",41160,80157,40.5,0,0.37,0
"3/1/2007","35-Bronzeville-IIT",41120,64175,40.5,0,0.37,0
"3/1/2007","Indiana",40300,19213,40.5,0,0.37,0
"3/1/2007","43rd",41270,25149,40.5,0,0.37,0
"3/1/2007","47th-South Elevated",41080,34681,40.5,0,0.37,0
"3/1/2007","51st",40130,28304,40.5,0,0.37,0
"3/1/2007","Garfield-South Elevated",40510,41342,40.5,0,0.37,0
"3/1/2007","King Drive",41140,17871,40.5,0,0.37,0
"3/1/2007","East 63rd-Cottage Grove",40720,33709,40.5,0,0.37,0
"3/1/2007","Halsted/63rd",40940,16481,40.5,0,0.37,0
"3/1/2007","Ashland/63rd",40290,46327,40.5,0,0.37,0
"3/1/2007","Kimball",41290,86474,40.5,0,0.37,0
"3/1/2007","Kedzie-Brown",41180,56159,40.5,0,0.37,0
"3/1/2007","Francisco",40870,16469,40.5,0,0.37,0
"3/1/2007","Rockwell",41010,40141,40.5,0,0.37,0
"3/1/2007","Western-Brown",41480,89659,40.5,0,0.37,0
"3/1/2007","Damen-Brown",40090,69847,40.5,0,0.37,0
"3/1/2007","Montrose-Brown",41500,0,40.5,0,0.37,0
"3/1/2007","Irving Park-Brown",41460,81205,40.5,0,0.37,0
"3/1/2007","Addison-Brown",41440,0,40.5,0,0.37,0
"3/1/2007","Paulina",41310,78468,40.5,0,0.37,0
"3/1/2007","Southport",40360,71756,40.5,0,0.37,0
"3/1/2007","Wellington",41210,63777,40.5,0,0.37,0
"3/1/2007","Diversey",40530,115631,40.5,0,0.37,0
"3/1/2007","Armitage",40660,95617,40.5,0,0.37,0
"3/1/2007","Sedgwick",40800,72482,40.5,0,0.37,0
"3/1/2007","Chicago/Franklin",40710,116656,40.5,0,0.37,0
"3/1/2007","Merchandise Mart",40460,133558,40.5,0,0.37,0
"3/1/2007","Midway Airport",40930,225089,40.5,0,0.37,0
"3/1/2007","Pulaski-Orange",40960,128423,40.5,0,0.37,0
"3/1/2007","Kedzie-Midway",41150,76406,40.5,0,0.37,0
"3/1/2007","Western-Orange",40310,86720,40.5,0,0.37,0
"3/1/2007","35th/Archer",40120,67638,40.5,0,0.37,0
"3/1/2007","Ashland-Orange",41060,37672,40.5,0,0.37,0
"3/1/2007","Halsted-Orange",41130,64486,40.5,0,0.37,0
"3/1/2007","Washington/Wells",40730,174563,40.5,0,0.37,0
"3/1/2007","Quincy/Wells",40040,173589,40.5,0,0.37,0
"3/1/2007","LaSalle/Van Buren",40160,75275,40.5,0,0.37,0
"3/1/2007","Library",40850,89782,40.5,0,0.37,0
"3/1/2007","Adams/Wabash",40680,187822,40.5,0,0.37,0
"3/1/2007","Madison/Wabash",40640,132634,40.5,0,0.37,0
"3/1/2007","Randolph/Wabash",40200,170632,40.5,0,0.37,0
"3/1/2007","State/Lake",40260,230996,40.5,0,0.37,0
"3/1/2007","Clark/Lake",40380,389662,40.5,0,0.37,0
"4/1/2007","Howard",40900,154934,54.5,0,0.03,0
"4/1/2007","Jarvis",41190,32452,54.5,0,0.03,0
"4/1/2007","Morse",40100,98899,54.5,0,0.03,0
"4/1/2007","Loyola",41300,120515,54.5,0,0.03,0
"4/1/2007","Granville",40760,89150,54.5,0,0.03,0
"4/1/2007","Thorndale",40880,68132,54.5,0,0.03,0
"4/1/2007","Bryn Mawr",41380,108471,54.5,0,0.03,0
"4/1/2007","Berwyn",40340,79882,54.5,0,0.03,0
"4/1/2007","Argyle",41200,62113,54.5,0,0.03,0
"4/1/2007","Lawrence",40770,76818,54.5,0,0.03,0
"4/1/2007","Wilson",40540,127875,54.5,0,0.03,0
"4/1/2007","Sheridan",40080,111195,54.5,0,0.03,0
"4/1/2007","Addison-North Main",41420,230331,54.5,0,0.03,0
"4/1/2007","Belmont-North Main",41320,267172,54.5,0,0.03,0
"4/1/2007","Fullerton",41220,282438,54.5,0,0.03,0
"4/1/2007","North/Clybourn",40650,105016,54.5,0,0.03,0
"4/1/2007","Clark/Division",40630,157321,54.5,0,0.03,0
"4/1/2007","Chicago/State",41450,314029,54.5,0,0.03,0
"4/1/2007","Grand/State",40330,230594,54.5,0,0.03,0
"4/1/2007","Lake/State",41660,335597,54.5,0,0.03,0
"4/1/2007","Washington/State",40500,25,54.5,0,0.03,0
"4/1/2007","Monroe/State",41090,197012,54.5,0,0.03,0
"4/1/2007","Jackson/State",40560,256714,54.5,0,0.03,0
"4/1/2007","Harrison",41490,84554,54.5,0,0.03,0
"4/1/2007","Roosevelt",41400,209355,54.5,0,0.03,0
"4/1/2007","Cermak-Chinatown",41000,93096,54.5,0,0.03,0
"4/1/2007","Sox-35th-Dan Ryan",40190,118788,54.5,0,0.03,0
"4/1/2007","47th-Dan Ryan",41230,69438,54.5,0,0.03,0
"4/1/2007","Garfield-Dan Ryan",41170,101845,54.5,0,0.03,0
"4/1/2007","63rd-Dan Ryan",40910,85004,54.5,0,0.03,0
"4/1/2007","69th",40990,152680,54.5,0,0.03,0
"4/1/2007","79th",40240,195351,54.5,0,0.03,0
"4/1/2007","87th",41430,121393,54.5,0,0.03,0
"4/1/2007","95th/Dan Ryan",40450,342201,54.5,0,0.03,0
"4/1/2007","Linden",41050,24175,54.5,0,0.03,0
"4/1/2007","Central-Evanston",41250,19271,54.5,0,0.03,0
"4/1/2007","Noyes",40400,16337,54.5,0,0.03,0
"4/1/2007","Foster",40520,17732,54.5,0,0.03,0
"4/1/2007","Davis",40050,94877,54.5,0,0.03,0
"4/1/2007","Dempster",40690,18741,54.5,0,0.03,0
"4/1/2007","Main",40270,27528,54.5,0,0.03,0
"4/1/2007","South Boulevard",40840,17856,54.5,0,0.03,0
"4/1/2007","Skokie",40140,48365,54.5,0,0.03,0
"4/1/2007","O'Hare Airport",40890,265687,54.5,0,0.03,0
"4/1/2007","Rosemont",40820,117311,54.5,0,0.03,0
"4/1/2007","Cumberland",40230,120304,54.5,0,0.03,0
"4/1/2007","Harlem-O'Hare",40750,63979,54.5,0,0.03,0
"4/1/2007","Jefferson Park",41280,150129,54.5,0,0.03,0
"4/1/2007","Montrose-O'Hare",41330,44859,54.5,0,0.03,0
"4/1/2007","Irving Park-O'Hare",40550,96960,54.5,0,0.03,0
"4/1/2007","Addison-O'Hare",41240,59879,54.5,0,0.03,0
"4/1/2007","Belmont-O'Hare",40060,111418,54.5,0,0.03,0
"4/1/2007","Logan Square",41020,126262,54.5,0,0.03,0
"4/1/2007","California/Milwaukee",40570,81534,54.5,0,0.03,0
"4/1/2007","Western/Milwaukee",40670,90239,54.5,0,0.03,0
"4/1/2007","Damen/Milwaukee",40590,109868,54.5,0,0.03,0
"4/1/2007","Division/Milwaukee",40320,105951,54.5,0,0.03,0
"4/1/2007","Chicago/Milwaukee",41410,68698,54.5,0,0.03,0
"4/1/2007","Grand/Milwaukee",40490,35522,54.5,0,0.03,0
"4/1/2007","Washington/Dearborn",40370,173631,54.5,0,0.03,0
"4/1/2007","Monroe/Dearborn",40790,126181,54.5,0,0.03,0
"4/1/2007","Jackson/Dearborn",40070,147051,54.5,0,0.03,0
"4/1/2007","LaSalle",41340,64985,54.5,0,0.03,0
"4/1/2007","Clinton-Forest Park",40430,63520,54.5,0,0.03,0
"4/1/2007","UIC-Halsted",40350,116996,54.5,0,0.03,0
"4/1/2007","Racine",40470,45822,54.5,0,0.03,0
"4/1/2007","Medical Center",40810,55587,54.5,0,0.03,0
