Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
5/25/44,,83,61,0.65,0,0
5/26/44,,89,68,0,0,0
5/27/44,,82,61,0.01,0,0
5/28/44,,82,58,0,0,0
5/29/44,,87,60,0,0,0
5/30/44,,91,67,0,0,0
5/31/44,,87,68,1.03,0,0
6/1/44,,86,68,0.3,0,0
6/2/44,,92,70,0,0,0
6/3/44,,92,69,0,0,0
6/4/44,,92,73,0,0,0
6/5/44,,86,58,0,0,0
6/6/44,,58,47,0,0,0
6/7/44,,73,45,0,0,0
6/8/44,,66,59,0.01,0,0
6/9/44,,63,56,1.04,0,0
6/10/44,,64,53,0,0,0
6/11/44,,74,52,0,0,0
6/12/44,,88,65,1.21,0,0
6/13/44,,88,69,0.05,0,0
6/14/44,,90,66,0,0,0
6/15/44,,91,62,0.15,0,0
6/16/44,,89,66,0,0,0
6/17/44,,93,65,0.04,0,0
6/18/44,,94,67,0.13,0,0
6/19/44,,68,53,0,0,0
6/20/44,,78,48,0,0,0
6/21/44,,85,57,0,0,0
6/22/44,,90,70,0.03,0,0
6/23/44,,88,64,0.17,0,0
6/24/44,,85,60,0,0,0
6/25/44,,93,64,0.05,0,0
6/26/44,,95,69,0,0,0
6/27/44,,100,74,0,0,0
6/28/44,,98,70,0,0,0
6/29/44,,80,63,0,0,0
6/30/44,,73,58,0,0,0
7/1/44,,80,53,0,0,0
7/2/44,,85,60,0,0,0
7/3/44,,87,64,0,0,0
7/4/44,,89,65,0,0,0
7/5/44,,90,64,0,0,0
7/6/44,,95,66,0,0,0
7/7/44,,92,66,0,0,0
7/8/44,,96,70,0.48,0,0
7/9/44,,88,67,0,0,0
7/10/44,,85,67,0,0,0
7/11/44,,94,69,0.27,0,0
7/12/44,,80,65,0,0,0
7/13/44,,80,60,0,0,0
7/14/44,,88,60,0,0,0
7/15/44,,92,67,0,0,0
7/16/44,,83,63,0,0,0
7/17/44,,83,62,0.1,0,0
7/18/44,,83,65,0.13,0,0
7/19/44,,85,65,0,0,0
7/20/44,,68,56,0,0,0
7/21/44,,83,52,0,0,0
7/22/44,,88,55,0,0,0
7/23/44,,91,62,0,0,0
7/24/44,,88,65,0,0,0
7/25/44,,92,63,0.04,0,0
7/26/44,,81,67,0.73,0,0
7/27/44,,87,63,0.14,0,0
7/28/44,,77,62,0.04,0,0
7/29/44,,81,64,0,0,0
7/30/44,,80,61,0,0,0
7/31/44,,85,60,0,0,0
8/1/44,,94,65,0,0,0
8/2/44,,91,68,0,0,0
8/3/44,,98,71,0,0,0
8/4/44,,92,76,0,0,0
8/5/44,,91,69,0,0,0
8/6/44,,79,69,0,0,0
8/7/44,,78,66,0,0,0
8/8/44,,86,62,0,0,0
8/9/44,,96,62,0,0,0
8/10/44,,99,70,0,0,0
8/11/44,,96,77,0,0,0
8/12/44,,90,66,0,0,0
8/13/44,,98,61,0,0,0
8/14/44,,99,71,0,0,0
8/15/44,,98,71,0.23,0,0
8/16/44,,86,71,0.02,0,0
8/17/44,,75,61,0.14,0,0
8/18/44,,75,59,0,0,0
8/19/44,,82,54,0,0,0
8/20/44,,87,58,0,0,0
8/21/44,,84,68,0,0,0
8/22/44,,86,63,0,0,0
8/23/44,,70,56,0.45,0,0
8/24/44,,72,54,0,0,0
8/25/44,,75,54,0,0,0
8/26/44,,71,59,0,0,0
8/27/44,,67,59,0.15,0,0
8/28/44,,66,56,0.01,0,0
8/29/44,,84,53,0,0,0
8/30/44,,83,62,0.73,0,0
8/31/44,,76,61,0.16,0,0
9/1/44,,84,57,0,0,0
9/2/44,,89,64,0,0,0
9/3/44,,93,66,0,0,0
9/4/44,,87,66,0,0,0
9/5/44,,76,61,0,0,0
9/6/44,,68,52,0.54,0,0
9/7/44,,70,48,0,0,0
9/8/44,,71,47,0,0,0
9/9/44,,81,52,0,0,0
9/10/44,,85,57,0,0,0
9/11/44,,85,59,0,0,0
9/12/44,,66,59,0.17,0,0
9/13/44,,67,59,0.03,0,0
9/14/44,,66,56,0,0,0
9/15/44,,72,56,0,0,0
9/16/44,,84,55,0.03,0,0
9/17/44,,83,65,0,0,0
9/18/44,,89,60,0,0,0
9/19/44,,88,63,0,0,0
9/20/44,,82,65,0.47,0,0
9/21/44,,80,57,0,0,0
9/22/44,,68,50,0,0,0
9/23/44,,59,45,0,0,0
9/24/44,,67,39,0,0,0
9/25/44,,74,46,0,0,0
9/26/44,,78,50,0,0,0
9/27/44,,86,62,0.07,0,0
9/28/44,,66,57,0.25,0,0
9/29/44,,62,53,0,0,0
9/30/44,,70,53,0,0,0
10/1/44,,73,55,0.01,0,0
10/2/44,,57,53,0.29,0,0
10/3/44,,59,52,0.01,0,0
10/4/44,,75,56,0,0,0
10/5/44,,81,66,0.28,0,0
10/6/44,,85,56,0,0,0
10/7/44,,68,52,0,0,0
10/8/44,,56,47,0,0,0
10/9/44,,49,39,0,0,0
10/10/44,,49,38,0,0,0
10/11/44,,57,37,0,0,0
10/12/44,,62,35,0,0,0
10/13/44,,70,39,0,0,0
10/14/44,,60,43,0,0,0
10/15/44,,52,38,0,0,0
10/16/44,,66,30,0,0,0
10/17/44,,69,39,0,0,0
10/18/44,,76,41,0,0,0
10/19/44,,55,49,0,0,0
10/20/44,,57,41,0,0,0
10/21/44,,58,39,0,0,0
10/22/44,,58,33,0,0,0
10/23/44,,71,37,0,0,0
10/24/44,,69,47,0,0,0
10/25/44,,64,42,0,0,0
10/26/44,,61,36,0,0,0
10/27/44,,55,36,0,0,0
10/28/44,,65,40,0,0,0
10/29/44,,54,37,0,0,0
10/30/44,,67,34,0,0,0
10/31/44,,79,50,0,0,0
11/1/44,,78,50,0,0,0
11/2/44,,76,62,0,0,0
11/3/44,,64,43,0.32,0,0
11/4/44,,43,33,0.01,0,0
11/5/44,,44,31,0.02,0,0
11/6/44,,50,30,0.02,0,0
11/7/44,,63,40,0.01,0,0
11/8/44,,58,53,0.07,0,0
11/9/44,,57,43,0.19,0,0
11/10/44,,47,44,0.13,0,0
11/11/44,,52,41,0,0,0
11/12/44,,59,39,0,0,0
11/13/44,,68,46,0.05,0,0
11/14/44,,66,49,0.23,0,0
11/15/44,,49,38,0.01,0,0
11/16/44,,46,38,0.01,0,0
11/17/44,,42,35,0,0,0
11/18/44,,40,33,0,0,0
11/19/44,,43,35,0.04,0,0
11/20/44,,46,31,0,0,0
11/21/44,,42,30,0,0,0
11/22/44,,38,34,0,0,0
11/23/44,,36,28,0.1,0,0
11/24/44,,42,24,0,0,0
11/25/44,,40,30,0.04,0,0
11/26/44,,47,35,0.04,0,0
11/27/44,,39,27,0,0,0
11/28/44,,34,26,0,0,0
11/29/44,,33,23,0,0,0
11/30/44,,32,19,0.02,0,0
12/1/44,,27,15,0,0,0
12/2/44,,35,13,0,0,0
12/3/44,,41,18,0,0,0
12/4/44,,42,31,0,0,0
12/5/44,,35,30,0.09,0.7,1
12/6/44,,36,30,0,0,0
12/7/44,,33,29,0,0,0
12/8/44,,35,28,0,0,0
12/9/44,,32,29,0,0,0
12/10/44,,32,27,0.5,9,8
12/11/44,,34,27,0.23,1.9,7
12/12/44,,27,14,0.01,0,7
12/13/44,,27,12,0.01,0.3,7
12/14/44,,23,6,0,0,7
12/15/44,,46,,0.53,0,
12/16/44,,24,14,0,,
12/17/44,,31,15,0,0,5
12/18/44,,15,5,0,0,5
12/19/44,,25,6,0.01,0.2,5
12/20/44,,33,20,0,0,5
12/21/44,,24,-2,0,0,5
12/22/44,,24,-2,0,0,5
12/23/44,,23,8,0.01,0.3,5
12/24/44,,27,10,0.04,0.6,6
12/25/44,,25,0,0.04,0.5,6
12/26/44,,17,-7,0,0,6
12/27/44,,19,7,0.14,1.8,7
12/28/44,,20,2,0,0,7
12/29/44,,29,16,0,0,6
12/30/44,,31,26,0,0,5
12/31/44,,33,21,0,0,5
1/1/45,,21,-3,0,0,5
1/2/45,,15,-7,0,0.1,5
1/3/45,,23,9,0,0,5
1/4/45,,16,-2,0,0.3,5
1/5/45,,18,6,0.08,2.5,7
1/6/45,,21,16,0.07,1.1,8
1/7/45,,28,21,0,0,7
1/8/45,,26,7,0.1,1.2,8
1/9/45,,7,-8,0,0.4,8
1/10/45,,15,2,0.09,1,8
1/11/45,,38,-2,0,0,8
1/12/45,,40,30,0,0,5
1/13/45,,31,27,0.34,4.9,8
1/14/45,,30,26,0.01,0,10
1/15/45,,29,22,0.01,0.2,9
1/16/45,,30,16,0,0,9
1/17/45,,28,9,0,0,8
1/18/45,,36,22,0,0,7
1/19/45,,33,26,0,0,7
1/20/45,,31,28,0.02,0.3,7
1/21/45,,34,26,0.01,0.1,7
1/22/45,,34,21,0.05,0.4,7
1/23/45,,32,15,0,0,6
1/24/45,,32,21,0,0,6
1/25/45,,30,17,0,0,6
1/26/45,,32,19,0,0,6
1/27/45,,28,14,0,0,6
1/28/45,,20,11,0,0,5
1/29/45,,18,8,0,0,5
1/30/45,,13,2,0.02,0.3,5
1/31/45,,12,-4,0,0,5
2/1/45,,19,-4,0,0,5
2/2/45,,22,4,0,0,5
2/3/45,,30,11,0,0,5
2/4/45,,32,26,0.06,0.1,5
2/5/45,,33,24,0,0,5
2/6/45,,31,25,0,0,5
2/7/45,,31,29,0.25,3.6,8
2/8/45,,31,24,0,0,7
2/9/45,,41,26,0.03,0,5
2/10/45,,35,25,0,0,4
2/11/45,,36,22,0.03,0.2,3
2/12/45,,41,30,0,0,1
2/13/45,,36,32,0.01,0,1
2/14/45,,41,33,0,0,1
2/15/45,,48,31,0,0,0
2/16/45,,33,20,0,0,0
2/17/45,,20,4,0,0,0
2/18/45,,22,4,0,0,0
2/19/45,,34,9,0,0,0
2/20/45,,34,27,0,0,0
2/21/45,,45,31,0.68,0,0
2/22/45,,41,28,0.03,0.3,1
2/23/45,,36,26,0,0,0
2/24/45,,52,29,0,0,0
2/25/45,,53,39,0.06,0,0
2/26/45,,43,19,0.02,0,0
2/27/45,,33,19,0,0,0
2/28/45,,39,27,0.01,0.1,0
3/1/45,,48,25,0.01,0,0
3/2/45,,50,38,0.22,0,0
3/3/45,,50,30,0.01,0,0
3/4/45,,49,27,0,0,0
3/5/45,,60,32,0.39,0,0
3/6/45,,32,26,0.03,1,1
3/7/45,,35,22,0,0,0
3/8/45,,40,23,0,0,0
3/9/45,,54,31,0,0,0
3/10/45,,48,29,0,0,0
3/11/45,,50,29,0.02,0,0
3/12/45,,52,32,0,0,0
3/13/45,,61,29,0,0,0
3/14/45,,71,38,0,0,0
3/15/45,,68,49,0.2,0,0
3/16/45,,78,49,0,0,0
3/17/45,,68,43,0,0,0
3/18/45,,73,39,0,0,0
3/19/45,,71,40,0.08,0,0
3/20/45,,40,37,0.4,0,0
3/21/45,,49,34,0,0,0
3/22/45,,65,30,0,0,0
3/23/45,,76,44,0,0,0
3/24/45,,76,55,0,0,0
3/25/45,,67,57,0.57,0,0
3/26/45,,71,51,0.02,0,0
3/27/45,,82,47,0,0,0
3/28/45,,76,51,0.08,0,0
3/29/45,,53,44,0.26,0,0
3/30/45,,64,40,0,0,0
3/31/45,,68,46,0,0,0
4/1/45,,68,50,0.17,0,0
4/2/45,,56,36,1.3,0,0
4/3/45,,56,35,0,0,0
4/4/45,,65,34,0.14,0,0
4/5/45,,48,31,0,0,0
4/6/45,,58,33,0,0,0
4/7/45,,69,41,0,0,0
4/8/45,,74,48,0,0,0
4/9/45,,77,50,0,0,0
4/10/45,,80,55,0,0,0
4/11/45,,81,60,0.01,0,0
4/12/45,,65,48,0.32,0,0
4/13/45,,70,45,0.89,0,0
4/14/45,,45,38,0,0,0
4/15/45,,46,38,0.13,0,0
4/16/45,,69,45,0.18,0,0
4/17/45,,54,40,0.07,0,0
4/18/45,,45,33,0,0,0
4/19/45,,58,30,0,0,0
4/20/45,,55,44,0.16,0,0
4/21/45,,50,39,0,0,0
4/22/45,,62,40,0,0,0
4/23/45,,74,43,0.01,0,0
4/24/45,,50,39,0.53,0,0
4/25/45,,45,39,0.16,0,0
4/26/45,,47,35,0.13,0,0
4/27/45,,49,29,0,0,0
4/28/45,,50,33,0,0,0
4/29/45,,61,35,0,0,0
4/30/45,,54,36,0,0,0
5/1/45,,54,31,0.04,0,0
5/2/45,,51,40,1.16,0,0
5/3/45,,47,42,0.72,0,0
5/4/45,,54,41,0.06,0,0
5/5/45,,64,38,0,0,0
5/6/45,,77,46,0,0,0
5/7/45,,60,43,1.3,0,0
5/8/45,,54,38,0,0,0
5/9/45,,49,32,0.21,0,0
5/10/45,,53,35,0.16,0,0
5/11/45,,62,35,0.05,0,0
5/12/45,,73,50,0.04,0,0
5/13/45,,72,44,0.13,0,0
5/14/45,,55,39,1.95,0,0
5/15/45,,45,40,0.01,0,0
5/16/45,,46,42,0.65,0,0
5/17/45,,46,41,0.01,0,0
5/18/45,,59,44,0,0,0
5/19/45,,70,40,0,0,0
5/20/45,,76,52,0.01,0,0
5/21/45,,85,56,0,0,0
5/22/45,,67,50,0,0,0
5/23/45,,70,45,0,0,0
5/24/45,,70,52,0.08,0,0
5/25/45,,78,58,0.06,0,0
5/26/45,,76,54,0,0,0
5/27/45,,82,60,0.38,0,0
5/28/45,,68,55,0,0,0
5/29/45,,75,46,0,0,0
5/30/45,,76,42,0,0,0
5/31/45,,60,49,0.57,0,0
6/1/45,,85,53,0.38,0,0
6/2/45,,64,47,0,0,0
6/3/45,,48,37,0,0,0
6/4/45,,53,35,0,0,0
6/5/45,,60,37,0,0,0
6/6/45,,65,47,0,0,0
6/7/45,,66,53,0.02,0,0
6/8/45,,71,50,0,0,0
6/9/45,,71,55,0,0,0
6/10/45,,79,56,1.76,0,0
6/11/45,,68,55,0,0,0
6/12/45,,76,51,0.3,0,0
6/13/45,,84,60,0,0,0
6/14/45,,81,70,0,0,0
6/15/45,,81,65,0.21,0,0
6/16/45,,74,59,0.1,0,0
6/17/45,,68,56,0,0,0
6/18/45,,73,53,0,0,0
6/19/45,,79,52,0,0,0
6/20/45,,74,60,0,0,0
6/21/45,,76,58,0,0,0
6/22/45,,85,54,0,0,0
6/23/45,,89,63,0,0,0
6/24/45,,92,68,0,0,0
6/25/45,,72,55,0.43,0,0
6/26/45,,75,52,0,0,0
6/27/45,,93,65,0.03,0,0
6/28/45,,90,66,0.78,0,0
6/29/45,,84,65,0.04,0,0
6/30/45,,87,64,0.07,0,0
7/1/45,,78,60,0,0,0
7/2/45,,69,57,0,0,0
7/3/45,,80,52,0,0,0
7/4/45,,83,57,0,0,0
7/5/45,,83,65,0.3,0,0
7/6/45,,81,57,0,0,0
7/7/45,,82,58,0,0,0
7/8/45,,82,61,0,0,0
7/9/45,,84,62,0,0,0
7/10/45,,74,54,0,0,0
7/11/45,,77,55,0,0,0
7/12/45,,82,55,0.1,0,0
7/13/45,,87,64,0.02,0,0
7/14/45,,67,58,0.01,0,0
7/15/45,,75,52,0,0,0
7/16/45,,78,49,0,0,0
7/17/45,,77,56,0,0,0
7/18/45,,81,59,0,0,0
7/19/45,,89,57,0,0,0
7/20/45,,91,65,0,0,0
7/21/45,,84,69,0.15,0,0
7/22/45,,91,69,0,0,0
7/23/45,,94,68,0,0,0
7/24/45,,99,70,0,0,0
7/25/45,,89,71,0,0,0
7/26/45,,79,66,0,0,0
7/27/45,,82,65,0,0,0
7/28/45,,81,64,0.29,0,0
7/29/45,,82,66,0,0,0
7/30/45,,88,65,0,0,0
7/31/45,,99,70,0.46,0,0
8/1/45,,90,72,0.16,0,0
8/2/45,,85,70,0,0,0
8/3/45,,78,65,0,0,0
8/4/45,,78,58,0,0,0
8/5/45,,80,63,0.65,0,0
8/6/45,,86,65,0,0,0
8/7/45,,72,60,0,0,0
8/8/45,,79,57,0,0,0
8/9/45,,79,56,0,0,0
8/10/45,,86,62,0.1,0,0
8/11/45,,83,66,1.36,0,0
8/12/45,,86,67,0,0,0
8/13/45,,88,69,0,0,0
8/14/45,,82,66,0.77,0,0
8/15/45,,73,61,0,0,0
8/16/45,,74,55,0.03,0,0
8/17/45,,84,55,0,0,0
8/18/45,,86,65,0,0,0
8/19/45,,88,65,0,0,0
8/20/45,,91,65,0,0,0
8/21/45,,78,64,0,0,0
8/22/45,,73,56,0,0,0
8/23/45,,71,55,0,0,0
8/24/45,,78,53,0.03,0,0
8/25/45,,72,56,0,0,0
8/26/45,,76,51,0,0,0
8/27/45,,88,57,0,0,0
8/28/45,,91,64,0.06,0,0
8/29/45,,78,65,0.5,0,0
8/30/45,,94,68,0,0,0
8/31/45,,94,69,0.57,0,0
9/1/45,,80,62,0.02,0,0
9/2/45,,74,57,0,0,0
9/3/45,,80,52,0,0,0
9/4/45,,88,62,0,0,0
9/5/45,,92,65,0,0,0
9/6/45,,92,64,0,0,0
9/7/45,,95,70,0.1,0,0
9/8/45,,81,69,0.06,0,0
9/9/45,,86,60,0.24,0,0
9/10/45,,75,57,0.19,0,0
9/11/45,,67,50,0,0,0
9/12/45,,64,51,0,0,0
9/13/45,,60,54,1.18,0,0
9/14/45,,65,54,0.07,0,0
9/15/45,,66,47,0,0,0
9/16/45,,61,50,0,0,0
9/17/45,,69,49,0,0,0
9/18/45,,65,55,0,0,0
9/19/45,,84,56,0.02,0,0
9/20/45,,72,53,0.04,0,0
9/21/45,,68,50,0,0,0
9/22/45,,65,59,0.81,0,0
9/23/45,,87,64,0.52,0,0
9/24/45,,76,57,0.73,0,0
9/25/45,,63,48,0.07,0,0
9/26/45,,68,44,0,0,0
9/27/45,,71,61,0.28,0,0
9/28/45,,62,48,1.16,0,0
9/29/45,,53,46,0.03,0,0
9/30/45,,53,43,0.49,0,0
10/1/45,,58,50,0.5,0,0
10/2/45,,61,40,0.01,0,0
10/3/45,,59,35,0,0,0
10/4/45,,69,41,0,0,0
10/5/45,,67,52,0.02,0,0
10/6/45,,66,49,0.01,0,0
10/7/45,,74,43,0.03,0,0
10/8/45,,51,37,0,0,0
10/9/45,,47,32,0,0,0
10/10/45,,55,30,0,0,0
10/11/45,,69,40,0,0,0
10/12/45,,61,44,0,0,0
10/13/45,,55,38,0.01,0,0
10/14/45,,50,38,0.04,0,0
10/15/45,,56,38,0,0,0
10/16/45,,69,42,0,0,0
10/17/45,,77,45,0,0,0
10/18/45,,79,54,0,0,0
10/19/45,,62,46,0,0,0
10/20/45,,67,38,0,0,0
10/21/45,,62,45,0.24,0,0
10/22/45,,54,43,0.05,0,0
10/23/45,,51,45,0,0,0
10/24/45,,48,38,0,0,0
10/25/45,,53,36,0,0,0
10/26/45,,51,34,0,0,0
10/27/45,,69,34,0,0,0
10/28/45,,75,46,0,0,0
10/29/45,,68,48,0.11,0,0
10/30/45,,70,46,0.16,0,0
10/31/45,,55,35,0,0,0
11/1/45,,71,42,0,0,0
11/2/45,,55,39,0,0,0
11/3/45,,41,25,0,0,0
11/4/45,,39,22,0,0,0
11/5/45,,71,38,0,0,0
11/6/45,,65,47,0.82,0,0
11/7/45,,74,59,0,0,0
11/8/45,,70,36,0.4,0,0
11/9/45,,41,30,0,0,0
11/10/45,,44,27,0,0,0
11/11/45,,46,32,0,0,0
11/12/45,,65,45,0.59,0,0
11/13/45,,54,34,0,0,0
11/14/45,,36,25,0,0,0
11/15/45,,44,22,0,0,0
11/16/45,,55,37,0,0,0
11/17/45,,53,38,0.01,0,0
11/18/45,,53,32,0,0,0
11/19/45,,45,31,0.12,0,0
11/20/45,,44,30,0,0,0
11/21/45,,44,22,0.16,0,0
11/22/45,,22,15,0.04,0.5,0
11/23/45,,34,19,0.01,0.2,1
11/24/45,,39,23,0,0,0
11/25/45,,33,28,0,0,0
11/26/45,,42,29,0,0,0
11/27/45,,39,34,0.68,0,0
11/28/45,,42,33,0.05,0,0
11/29/45,,36,32,0,0,0
11/30/45,,35,30,0,0,0
12/1/45,,36,33,0,0,0
12/2/45,,41,33,0.07,0,0
12/3/45,,37,28,0,0,0
12/4/45,,34,26,0,0,0
12/5/45,,46,22,0,0,0
12/6/45,,43,27,0,0,0
12/7/45,,49,27,0,0,0
12/8/45,,53,33,0,0,0
12/9/45,,34,14,0,0,0
12/10/45,,21,11,0,0,0
12/11/45,,23,9,0,0,0
12/12/45,,28,10,0,0.1,0
12/13/45,,26,21,0.31,3.9,4
12/14/45,,23,11,0.01,0.1,4
12/15/45,,11,-2,0,0,4
12/16/45,,9,-1,0,0,4
12/17/45,,8,-6,0,0,3
12/18/45,,20,-7,0.03,0.4,3
12/19/45,,21,0,0.15,3.2,7
12/20/45,,16,-2,0,0,6
12/21/45,,16,2,0,0,5
12/22/45,,20,6,0,0.1,5
12/23/45,,20,14,0,0,5
12/24/45,,33,20,0.43,1.8,6
12/25/45,,37,27,0.19,0.8,6
12/26/45,,28,18,0.02,0.2,6
12/27/45,,25,10,0,0,6
12/28/45,,36,20,0,0,4
12/29/45,,37,32,0.22,0.6,2
12/30/45,,36,29,0.22,0.5,2
12/31/45,,30,12,0,0,2
1/1/46,,19,7,0,0,2
1/2/46,,29,9,0,0,2
1/3/46,,36,29,0,0,1
1/4/46,,44,34,0.33,0,0
1/5/46,,53,44,0.07,0,0
1/6/46,,52,36,0.32,0,0
1/7/46,,36,30,0,0,0
1/8/46,,36,31,0.08,0,0
1/9/46,,37,31,0.76,0,0
1/10/46,,32,28,0,0,0
1/11/46,,33,29,0.15,1.4,1
1/12/46,,33,14,0.01,0.1,1
1/13/46,,22,7,0,0,1
1/14/46,,41,22,0,0,0
1/15/46,,26,16,0.01,0.6,0
1/16/46,,32,13,0,0,0
1/17/46,,39,20,0,0,0
1/18/46,,47,28,0,0,0
1/19/46,,28,21,0,0,0
1/20/46,,27,21,0.05,0.6,0
1/21/46,,21,4,0,0,0
1/22/46,,21,1,0,0,0
1/23/46,,36,20,0,0,0
1/24/46,,36,15,0.07,0.7,1
1/25/46,,40,16,0,0,0
1/26/46,,16,0,0,0,0
1/27/46,,31,-2,0,0,0
1/28/46,,41,26,0,0,0
1/29/46,,44,22,0.04,0,0
1/30/46,,42,22,0.02,0,0
1/31/46,,22,11,0.03,0.5,0
2/1/46,,40,12,0,0,0
2/2/46,,22,9,0,0,0
2/3/46,,29,7,0,0,0
2/4/46,,41,28,0,0,0
2/5/46,,56,35,0.09,0,0
2/6/46,,35,19,0.03,0.3,0
2/7/46,,32,15,0,0,0
2/8/46,,52,25,0,0,0
2/9/46,,29,18,0,0,0
2/10/46,,27,14,0,0,0
2/11/46,,34,18,0,0,0
2/12/46,,48,26,0.02,0,0
2/13/46,,38,23,0.42,3.3,2
2/14/46,,24,0,0.15,2,5
2/15/46,,24,-3,0,0,5
2/16/46,,43,24,0,0,1
2/17/46,,39,20,0,0,0
2/18/46,,37,29,0,0,0
2/19/46,,37,29,0.04,0.2,0
2/20/46,,31,22,0,0,0
2/21/46,,39,26,0.19,1.5,1
2/22/46,,40,31,0,0,0
2/23/46,,37,31,0,0,0
2/24/46,,35,23,0,0,0
2/25/46,,39,24,0,0,0
2/26/46,,40,29,0.01,0.1,0
2/27/46,,30,23,0.03,0.4,0
2/28/46,,45,21,0,0,0
3/1/46,,57,33,0.07,0,0
3/2/46,,54,28,0,0,0
3/3/46,,64,28,0,0,0
3/4/46,,54,34,0.29,0,0
3/5/46,,59,35,0.99,0,0
3/6/46,,62,38,0.42,0,0
3/7/46,,49,31,0,0,0
3/8/46,,51,25,0.17,0.3,0
3/9/46,,35,22,0,0.1,0
3/10/46,,35,23,0,0,0
3/11/46,,50,22,0,0,0
3/12/46,,67,40,0,0,0
3/13/46,,68,48,0.05,0,0
3/14/46,,56,47,0.35,0,0
3/15/46,,63,45,0.01,0,0
3/16/46,,53,43,0.3,0,0
3/17/46,,55,42,0.47,0,0
3/18/46,,46,42,0.03,0,0
3/19/46,,52,40,0,0,0
3/20/46,,60,35,0,0,0
3/21/46,,62,38,0,0,0
3/22/46,,64,40,0.08,0,0
3/23/46,,50,37,0.34,0,0
3/24/46,,49,40,0,0,0
3/25/46,,71,38,0,0,0
3/26/46,,69,46,0,0,0
3/27/46,,73,38,0,0,0
3/28/46,,76,44,0,0,0
3/29/46,,72,42,0,0,0
3/30/46,,50,40,0,0,0
3/31/46,,61,35,0,0,0
4/1/46,,82,50,0,0,0
4/2/46,,78,45,0,0,0
4/3/46,,68,41,0,0,0
4/4/46,,53,40,0,0,0
4/5/46,,61,35,0.14,0,0
4/6/46,,50,37,0.5,0,0
4/7/46,,54,33,0.14,0,0
4/8/46,,55,40,0.01,0,0
4/9/46,,42,33,0,0,0
4/10/46,,43,33,0,0,0
4/11/46,,42,33,0,0,0
4/12/46,,53,28,0,0,0
4/13/46,,72,39,0,0,0
4/14/46,,72,46,0.29,0,0
4/15/46,,62,38,0.1,0,0
4/16/46,,49,34,0,0,0
4/17/46,,69,32,0,0,0
4/18/46,,63,46,0,0,0
4/19/46,,77,45,0,0,0
4/20/46,,55,40,0,0,0
4/21/46,,82,40,0,0,0
4/22/46,,85,58,0,0,0
4/23/46,,68,55,0.07,0,0
4/24/46,,73,46,0,0,0
4/25/46,,62,45,0,0,0
4/26/46,,47,35,0,0,0
4/27/46,,50,30,0,0,0
4/28/46,,51,37,0.03,0,0
4/29/46,,70,44,0,0,0
4/30/46,,74,45,0,0,0
5/1/46,,66,53,0,0,0
5/2/46,,68,51,0,0,0
5/3/46,,60,44,0.1,0,0
5/4/46,,45,39,0.47,0,0
5/5/46,,67,40,0,0,0
5/6/46,,57,45,0.02,0,0
5/7/46,,54,40,0,0,0
5/8/46,,65,38,0,0,0
5/9/46,,68,47,0,0,0
5/10/46,,61,51,0.1,0,0
5/11/46,,55,40,0.1,0,0
5/12/46,,54,38,0,0,0
5/13/46,,67,37,0,0,0
5/14/46,,77,51,0,0,0
5/15/46,,79,45,0.72,0,0
5/16/46,,50,42,0.1,0,0
5/17/46,,60,41,0,0,0
5/18/46,,66,50,0.34,0,0
5/19/46,,75,51,0.04,0,0
5/20/46,,64,49,0.12,0,0
5/21/46,,67,48,0,0,0
5/22/46,,77,49,0,0,0
5/23/46,,80,56,0.32,0,0
5/24/46,,80,64,0.51,0,0
5/25/46,,67,48,0.14,0,0
5/26/46,,65,50,0,0,0
5/27/46,,77,48,0,0,0
5/28/46,,70,47,0,0,0
5/29/46,,78,46,0,0,0
5/30/46,,84,56,0,0,0
5/31/46,,74,47,0.46,0,0
6/1/46,,48,45,0,0,0
6/2/46,,59,44,0,0,0
6/3/46,,65,40,0,0,0
6/4/46,,71,45,0,0,0
6/5/46,,79,50,0,0,0
6/6/46,,87,62,0,0,0
6/7/46,,85,66,0.06,0,0
6/8/46,,87,63,0,0,0
6/9/46,,65,49,0,0,0
6/10/46,,87,50,0,0,0
6/11/46,,92,67,0.16,0,0
6/12/46,,78,65,1.33,0,0
6/13/46,,67,51,0.01,0,0
6/14/46,,76,49,0,0,0
6/15/46,,73,56,0.04,0,0
6/16/46,,92,67,0,0,0
6/17/46,,91,59,1.04,0,0
6/18/46,,60,52,0.69,0,0
6/19/46,,64,50,0.54,0,0
6/20/46,,67,54,0.04,0,0
6/21/46,,69,54,0,0,0
6/22/46,,85,53,0,0,0
6/23/46,,91,64,0,0,0
6/24/46,,89,65,0,0,0
6/25/46,,87,68,0.09,0,0
6/26/46,,84,65,0,0,0
6/27/46,,92,66,0.43,0,0
6/28/46,,94,70,0,0,0
6/29/46,,94,70,0.03,0,0
6/30/46,,88,73,0.76,0,0
7/1/46,,75,60,0,0,0
7/2/46,,77,57,0,0,0
7/3/46,,80,58,0,0,0
7/4/46,,80,58,0,0,0
7/5/46,,91,63,0,0,0
7/6/46,,93,66,0,0,0
7/7/46,,95,69,0,0,0
7/8/46,,88,70,0,0,0
7/9/46,,97,68,2.43,0,0
7/10/46,,83,72,0.03,0,0
7/11/46,,83,67,0,0,0
7/12/46,,82,61,0,0,0
7/13/46,,88,60,0,0,0
7/14/46,,89,66,0,0,0
